id,FOLIO,id,TIPO DE EVENTO,HOMOLOGACIÓN_TIPO DE EVENTO,TIPO DE EVENTO 2,FECHA EVENTO,HORA RECEPCION,HORA DESPACHO,HORA ARRIBO,ZONA,SECTOR,CUADRANTE,ALCALDÍA,LATITUD Y,LONGITUD X,CARPETA DE INVESTIGACION,ORIGEN,MOVIL,CAUSA,FALLECIDOS,LESIONADOS,DETENIDOS,ARMA DE FUEGO INVOLUCRADA,CALIBRE ARMA DE FUEGO,ARMA DE BLANCA INVOLUCRADA,LUGAR LOCALIZACION CADAVER,AUTOMOVIL INVOLUCRADO,MOTOCICLETA INVOLUDRADA,DROGAS INVOLUDRADAS,OBSERVACIONES
152,C5/20221109/00984,152,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO OTROS,09/11/2022,09:41:16,09:41:18,09:43:03,ZONA PONIENTE,SANTA FE,P-1.4.7,ÁLVARO OBREGÓN,19.35544176,-99.23083785,CI-FIDEH/2/UI-1 C/D/00381/11-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIONES POR GOLPES,1,,2,NO,NA,NO,DOMICILIO,NO,NO,NO,
153,C5/20221109/00714,153,HALLAZGO DE CADÁVER,HALLAZGO DE CADÁVER,HOMICIDIO OTROS,09/11/2022,08:26:11,08:26:20,08:26:22,ZONA SUR,TOPILEJO,S-4.5.8,TLALPAN,19.13241948,-99.17056922,CI-FEIDH/D/UI-2 S/D/00271/11-2022,REPORTE PERICIAL,AGRESION DIRECTA,MUERTE POR ETIOLOGÍA A DETERMINAR CON SIGNOS DE VIOLENCIA,1,,,NO,NA,NO,VIA PUBLICA,NO,NO,NO,PERSONAL DE SERVICIOS PERICIALES EN C5 RECIBIÓ EL REPORTE. TOMÓ CONOCIMIENTO LA FISCALÍA ESPECIALIZADA DE INVESTIGACIÓN DEL DELITO DE FEMINICIDIO
154,C5/20221109/00202,154,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,09/11/2022,01:44:49,01:45:12,01:48:03,ZONA PONIENTE,PLATEROS,P-1.2.3,ÁLVARO OBREGÓN,19.39019879,-99.20562114,CI-FIEDH/2/UI-1C/D/0380/11-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,2,,,SI,.9MM,NO,VIA PUBLICA,SI,NO,NO,
155,C5/20221110/03954,155,HOMICIDIO DOLOSO POR ETIOLOGÍA A DETERMINAR,HOMICIDIO DOLOSO POR OTRAS CAUSAS,HOMICIDIO OTROS,10/11/2022,20:35:34,20:36:06,20:37:51,ZONA PONIENTE,ALPES,P-1-1-10,ÁLVARO OBREGÓN,19.34700232,-99.22988834,CI-FIEDH/2/UI-1 C/D/00382/11-2022,LLAMADA DEL 911,ROBO,TRAUMATISMO CRÁNEOENCEFALICO SEVERO,2,1,1,SI,".9MM , .380 ",NO,VEHÍCULO,SI,SI,NO,
156,C5/20221110/00554,156,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,09/11/2022,05:40:21,05:40:45,05:40:48,ZONA ORIENTE,SANTA CRUZ,O-1-7-10,IZTAPALAPA,19.3576952,-99.0547468,CI-FIIZP/UAT-IZP-5/UI-1 S/D/02497/11-2022,CASO MÉDICO LEGAL,SIN DATO,LESIÓN POR ARMA BLANCA,1,,,NO,NA,SI,HOSPITAL,NO,NO,NO,SE TUVO CONOCIMIENTODE CASO MÉDICO LEGAL.
157,C5/20221111/02818,157,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,11/11/2022,15:28:58,15:29:21,15:32:49,ZONA ORIENTE,ZAPOTITLA,O-3.2.1,TLÁHUAC,19.307333,-99.044213,PENDIENTE,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA BLANCA,1,,,NO,NA,SI,VIA PUBLICA,NO,NO,NO,
158,C5/20221112/04997,158,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,12/11/2022,20:52:59,20:53:30,20:56:53,ZONA PONIENTE,CLAVERÍA,P-2.1.3,AZCAPOTZALCO,19.483653,-99.193714,CI-FIEDH/2/UI-1 C/D/00385/11-2021,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,.40MM,NO,VIA PUBLICA,NO,SI,NO,
159,C5/20221112/01731,159,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,12/11/2022,09:12:44,09:12:44,09:23:02,ZONA NORTE,CUAUTEPEC,N-1.2.3,GUSTAVO A. MADERO,19.56656677,-99.13839844,CI-FIEDH/2/UI-1 C/D/00384/11-2022,LLAMADA DEL 911,RIÑA,LESIÓN POR ARMA BLANCA,2,,,NO,NA,SI,DOMICILIO,NO,NO,NO,
160,C5/20221112/00302,160,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,12/11/2022,00:47:34,00:48:14,00:48:55,ZONA PONIENTE,TACUBAYA,P-4-5-4,MIGUEL HIDALGO,19.40603191,-99.20020496,CI-FIEDH/2/UI-1 C/D/00383/11-2022,RADIO,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,2,1,6,SI,.380MM Y .38MM,NO,VIA PUBLICA,SI,NO,SI,
161,C5/20221113/01431,161,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,13/11/2022,03:24:27,03:25:43,03:27:32,ZONA NORTE,TLACOTAL,N-2.3.11,IZTACALCO,19.388608,-99.09725,CI-FIEDH/2/UI-1 C/D/00388/11-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA DE FUEGO,2,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,NO,NO,NO,
162,C5/20221112/05952,162,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,12/11/2022,23:29:26,23:29:51,23:33:49,ZONA ORIENTE,ZAPOTITLA,O-3.2.7,TLÁHUAC,19.263401,-99.008317,CI-FIEDH/2/UI-1 C/D/00387/11-2022,NO ESPECIFICADO,AGRESION DIRECTA,LESIONES POR ARMA DE FUEGO,1,4,2,SI,".45 MM, 7.62MM Y 5.56MM",NO,VIA PUBLICA,SI,NO,NO,"REVOLVER SMITH AND WESSON COLOR PLATA CON CACHAS COLOR CAFÉ, CALIBRE .45 MM, UNA AMETRALLADORA HELLPUP PIONER ARMS CORP COLOR NEGRO CALIBRE 7.62 MM CON UN CARGADOR Y UNA AMETRALLADORA COLT LAW ENFURCEMENT CARBINE COLOR NEGRO CALIBRE 5.56 MM CON UN CARGADOR"
163,C5/20221114/03650,163,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,14/11/2022,21:41:51,21:48:43,21:51:14,ZONA NORTE,CONGRESO,N. 3.2.4,VENUSTIANO CARRANZA,19.42401404,-99.11498007,PENDIENTE,RADIO,RIÑA,LESIÓN POR ARMA BLANCA,1,,3,NO,NA,SI,VIA PUBLICA,NO,NO,NO,
164,C5/20221114/01315,164,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO OTROS,14/11/2022,12:13:58,12:18:06,12:22:10,ZONA ORIENTE,MIXQUIC,O. 3.1.8,TLÁHUAC,19.22775,-99.00087,CI-FIEDF/D/UI-1 S/D/00274/11-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓNES POR GOLPES,1,,,NO,NA,NO,NO ESPECIFICADO,NO,NO,NO,
165,C2C/20221114/00034,165,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,14/11/2022,01:08:42,01:09:27,01:10:17,ZONA CENTRO,TLATELOLCO,C-1.8.2,CUAUHTÉMOC,19.460117,-99.154221,CI-FICUH/CUH-4/UI-3 S/D/01170/11-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,2,SI,NO ESPECIFICADO,NO,NO ESPECIFICADO,NO,SI,SI,
166,C5/20221116/01475,166,HALLAZGO DE CADÁVER,HALLAZGO DE CADÁVER,HOMICIDIO OTROS,16/11/2022,11:34:49,11:41:46,11:41:51,ZONA SUR,TOPILEJO,S.2.4.12,TLALPAN,19.208678,-99.231359,CI-FIEDH/2/UI-1 C/D/00390/11-2022,NEXTEL,AGRESION DIRECTA,ETIOLOGÍA A DETERMINAR CON SIGNOS DE VIOLENCIA,2,,,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,SI,NO,NO,
167,C5/20221117/01143,167,HALLAZGO DE CADÁVER,HALLAZGO DE CADÁVER,HOMICIDIO OTROS,17/11/2022,09:47:22,09:48:42,09:51:31,ZONA ORIENTE,TEZONCO,O-1.9.5,IZTAPALAPA,19.327392,-99.055968,CI/FII/IZP-8/UI-1 C/D/03033/011-2022,LLAMADA DEL 911,SIN ESPECIFICAR,NO ESPECIFICADO,1,,,NO,NO,NO,NO ESPECIFICADO,NO,NO,NO,FETO
168,C5/20221117/00762,168,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,17/11/2022,07:38:06,07:38:17,07:43:20,ZONA PONIENTE,ALPES,P-1.1.7,ÁLVARO OBREGÓN,19.327671,-99.264491,CI-FEIDF/D/UI-1 S/D/00276/11-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,2,1,,SI,NO ESPECIFICADO,NO,DOMICILIO,SI,NO,NO,EL LUGAR DE LOS HECHOS FUNCIONA COMO CENTRO AA 
169,C2O/20221117/00207,169,HALLAZGO DE CADÁVER,HALLAZGO DE CADÁVER,ETIOLOGIA A DETERMINAR CON SIGNOS DE VIOLENCIA,17/11/2022,21:02:31,21:02:59,21:05:15,ZONA ORIENTE,TECÓMITL,O-2.2.3,MILPA ALTA,19.19344218,-99.00786479,CI-FEIDF/D/UI-1 S/D/00277/11-2022,SOLICITUD DE LA FISCALÍA,AGRESION DIRECTA,ETIOLOGIA A DETERMINAR CON SIGNOS DE VIOLENCIA,1,,1,NO,NA,NO,DOMICILIO,NO,NO,NO,EN RELACIÓN A LA CARPETA DE INVESTIGACIÓN C1-FDMDFDBP/A/UI-2S/D/00012/10-2022 POR EL DELITO DE DESAPARICION FORZADA DE PERSONAS EN PARTICULAR
170,C5/20221118/04286,170,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,18/11/2022,21:03:04,21:03:58,21:05:55,ZONA ORIENTE,MIXQUIC,O-3.1.8,TLÁHUAC,19.23203,-98.99572,PENDIENTE,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,9MM,NO,NEGOCIO (OTRO),SI,SI,NO,
171,C5/20221117/04449,171,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,17/11/2022,22:07:51,22:08:04,22:09:58,ZONA NORTE,LINDAVISTA,N-1.4.15,GUSTAVO A. MADERO,19.480588,-99.142036,CI-FIEDH/2/UI-1 C/D/00391/11-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,9MM,NO,VEHÍCULO,SI,NO,NO,
172,C5/20221119/04493,172,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,19/11/2022,19:10:40,19:17:45,19:17:59,ZONA NORTE,ARENAL,N-3.1.4,VENUSTIANO CARRANZA,19.418829,-99.070852,CI-FEIDF/D/UI-3 S/D/00281/11-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA BLANCA,1,,,NO,NA,NO,NEGOCIO (OTRO),NO,NO,NO,
173,C5/20221119/02115,173,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,19/11/2022,10:26:39,10:26:49,10:29:22,ZONA NORTE,MOCTEZUMA,N-3.5.12,VENUSTIANO CARRANZA,19.447225,-99.097615,CI-FIEDH/2/UI-1 C/D/00394/11-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,9MM,NO,VIA PUBLICA,NO,SI,NO,CASQUILLOS DE LA MARCA ÁGUILA
174,C2O/20221119/00029,174,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,19/11/2022,03:36:02,03:37:18,03:39:56,ZONA ORIENTE,SANTA CRUZ,O-1.1.16,IZTAPALAPA,19.35778,-99.06087,CI-FIEDH/2/UI-1 C/D/0393/11-2022,BOTÓN DE AUXILIO,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,1,SI,NO ESPECIFICADO,NO,VIA PUBLICA,SI,NO,NO,
175,C5/20221120/03201,175,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,20/11/2022,14:45:17,14:45:30,14:48:34,ZONA NORTE,CUAUTEPEC,N-1.2.10,GUSTAVO A. MADERO,19.552331,-99.139326,CI-FIEDH/2/UI-1 C/D/00397/11-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VEHÍCULO,SI,NO,NO,
176,C5/20221120/02140,176,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO OTROS,20/11/2022,08:57:39,08:57:46,08:58:13,ZONA PONIENTE,TACUBAYA,P-4.5.9,MIGUEL HIDALGO,19.40169818,-99.18781793,FEIDF/D/UI-3 S/D/00282/11-2022,RADIO,AGRESION DIRECTA,LESIÓN POR GOLPES,1,,1,NO,NA,NO,VIA PUBLICA,NO,NO,NO,TOMÓ CONOCIMIENTO EL PERSONAL DE LA FISCALÍA ESPECIALIZADA EN LA INVESTIGACIÓN DEL DELITO DE FEMINICIDIO
177,C5/20221120/01955,177,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,20/11/2022,07:21:37,07:21:48,07:24:42,ZONA ORIENTE,LA NORIA,O-4.1.7,XOCHIMILCO,19.262878,-99.132528,CI-FIEDH/2/UI-1 C/D/00396/11-2022,LLAMADA DEL 911,ROBO,LESIÓN POR ARMA BLANCA,1,,2,SI,NO ESPECIFICADO,SI,NEGOCIO (OTRO),NO,SI,NO,ARMA RÉPLICA DE PLÁSTICO 
178,C5/20221120/00489,178,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO OTROS,19/11/2022,01:16:30,01:17:21,01:18:47,ZONA NORTE,TEPEYAC,N-1.7.7,GUSTAVO A. MADERO,19.464981,-99.123107,CI-FIEDH/2/UI-1 C/D/00382/11-2022,LLAMADA DEL 911,RIÑA,LESION POR GOLPES,1,,2,NO,NA,NO,VIA PUBLICA,NO,NO,SI,
179,C5/20221119/04688,179,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,19/11/2022,19:51:54,19:52:30,19:54:17,ZONA ORIENTE,GRANJAS,O-1.4.1,IZTAPALAPA,19.372883,-99.102736,CI-FIIZP/IZP-4/UI-3 S/D/04214/11-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,SI,NO,NO,
180,C5/20221121/00825,180,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,21/11/2022,05:36:28,05:36:50,05:32:23,ZONA ORIENTE,OASIS,O-1.5.4,IZTACALCO,19.388055,-99.035754,CI-FIEDH/2/UI-1 C/D/00398/11-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,SI,NO,NO,
181,C5/20221122/03472,181,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,23/11/2022,20:03:40,20:04:07,20:07:07,ZONA NORTE,PRADERA,N-1.5.3,GUSTAVO A. MADERO,19.498616,-99.085174,CI-FIEDH/2/UI-1 C/D/00400/11-2022,LLAMADA DEL 911,ROBO,LESIÓN POR ARMA BLANCA,1,,,NO,NA,SI,TEMPLO,NO,NO,NO,
182,C5/20221122/03170,182,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO OTROS,22/11/2022,03:36:02,03:37:18,03:39:56,ZONA NORTE,CUAUTEPEC,N-1.2.12,GUSTAVO A. MADERO,19.54013957,-99.14101076,CI-FIGAM/UAT-GAM-3/UI-1 S/D/03593/11-2022,NOTIFICACIÓN MÉDICO LEGAL,AGRESION DIRECTA,LESION POR GOLPES,1,,,NO,NA,NO,HOSPITAL,NO,NO,NO,
183,C5/20221123/02892,183,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,23/11/2022,18:03:37,18:03:51,18:05:06,ZONA ORIENTE,OASIS,O-1.5.20,IZTAPALAPA,19.386953,-99.05297,CI-FIIZP/IZP-6/UI-1S/D/05278/11-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA BLANCA,1,,,NO,NA,SI,VIA PUBLICA,NO,SI,NO,
184,C5/20221125/03283,184,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,25/11/2022,18:28:20,18:28:33,18:32:17,ZONA NORTE,TICOMAN,N-1.8.2,GUSTAVO A. MADERO,19.527113,-99.163102,CI-FIEDH/2/UI-1 C/D/00402/11-2022,RADIO,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,9MM,NO,VIA PUBLICA,NO,SI,SI,
185,C5/20221124/04277,185,HALLAZGO DE CADÁVER,HALLAZGO DE CADÁVER,HOMICIDIO OTROS,24/11/2022,22:36:21,22:38:06,22:40:07,ZONA SUR,TOPILEJO,S-4.5.1,TLALPAN,19.24582,-99.23506,CI-FIEDH/2/UI-1 C/D/00401/11-2022,LLAMADA DEL 911,AGRESION DIRECTA,ETIOLOGÍA A DETERMINAR CON SIGNOS DE VIOLENCIA,1,,,NO,NA,NO,ZONA BOSCOSA/PARAJE,NO,NO,NO,
186,C5/20221127/05195,186,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,27/11/2022,18:42:29,18:51:52,18:58:05,ZONA PONIENTE,SANTA FE,P-1.4.3,ÁLVARO OBREGÓN,19.37772103,-99.22989009,CI-FIAO/AO-3/UI-2 C/D/01810/11-2022,LLAMADA DEL 911,RIÑA,LESIÓN POR ARMA BLANCA,1,1,1,NO,NA,SI,VIA PUBLICA,NO,NO,NO,
187,C5/20221127/03606,187,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,27/11/2022,13:15:13,13:15:22,13:17:08,ZONA ORIENTE,SANTA CRUZ,O-1.1.13,IZTAPALAPA,19.365371,-99.052594,CI-FIEDH/2/UI-1 C/D/00405/11-2022,RADIO,AGRESION DIRECTA,LESIÓN POR ARMA DE FUEG,1,,,SI,32MM,NO,VIA PUBLICA,NO,SI,SI,
188,C5/20221126/0626,188,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,27/11/2022,23:44:16,23:44:36,23:47:53,ZONA PONIENTE,PLATEROS,P-1.2.4,ÁLVARO OBREGÓN,19.38685239,-99.21761352,FIEDH/2/UI-1 C/D/00403/11-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,2,,3,SI,9MM,NO,VIA PUBLICA,SI,SI,SI,
189,C2O/20221126/00253,189,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,27/11/2022,23:46:41,23:47:37,23:50:44,ZONA ORIENTE,TEZONCO,O-1.9.11,IZTAPALAPA,19.29425,-99.07177,CI-FIEDF/D/UI-1 S/D/00294/11-2022,BOTÓN DE AUXILIO,AGRESION DIRECTA,LESIÓN POR ARMA DE FUEGO,1,2,3,SI,NO ESPECIFICADO,NO,VEHÍCULO,SI,NO,NO,
190,C2C/20221127/00036,190,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,27/11/2022,02:10:12,02:10:27,02:11:30,ZONA CENTRO,MORELOS,C-1.5.2,CUAUHTÉMOC,19.44498899,-99.12478804,CI-FIEDH/2/UI-1 C/D/00404/11-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA BLANCA,2,,,SI,9MM,NO,VIA PUBLICA,NO,SI,NO,
191,C5/20221128/04165,191,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,28/11/2022,21:39:20,21:40:22,21:47:58,ZONA NORTE,CUATEPEC,N-1.2.20,GUSTAVO A. MADERO,19.535833,-99.13846,PENDIENTE,LLAMADA DEL 911,AGRESION DIRECTA,LESIONES POR ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,SI,NO,NO,
192,C5/20221128/03345,192,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,28/11/2022,18:43:49,18:50:54,18:51:17,ZONA CENTRO,CENTRO,C-1.5.8,CUAUHTÉMOC,19.443097,-99.130754,CI-FICUH/CUH-2/UI-3 C/D/03133/11-2022,LLAMADA DEL 911,RIÑA,LESIÓN POR ARMA BLANCA,1,,1,NO,NA,SI,VIA PUBLICA,NO,NO,NO,
193,C5/20221128/01637,193,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,28/11/2022,11:51:39,11:51:48,11:55:33,ZONA NORTE,CUAUTEPEC,N-1.2.8,GUSTAVO A. MADERO,19.563821,-99.131462,CI-FIEDH/2/UI-1 C/D/00406/11-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA BLANCA,1,,,NO,NA,SI,DOMICILIO,NO,NO,NO,
194,C5/20221129/03768,194,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,29/11/2022,20:37:41,20:38:02,20:38:51,ZONA ORIENTE,GRANJAS,N.2.1.9,IZTAPALAPA,19.38127896,-99.11088372,CI-FIEDH/2/UI-1 C/D/00410/11-2022,LLAMADA DEL 911,INTENTO DE ROBO,LESIONES POR ARMA DE FUEGO,1,,1,SI,NO ESPECIFICADO,NO,VEHÍCULO,SI,NO,NO,
195,C5/20221129/03328,195,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,29/11/2022,19:01:39,19:02:32,19:08:43,ZONA ORIENTE,MIXQUIC,O-3.1.6.,TLÁHUAC,19.268522,-99.007452,CI-FIEDH/2/UI-1 C/D/00409/11-2022,LLAMADA DEL 911,ROBO,LESIONES POR ARMA DE FUEGO,1,,1,SI,NO ESPECIFICADO,NO,VEHÍCULO,SI,NO,NO,
196,C5/20221129/02473,196,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,29/11/2022,15:21:20,15:52:55,15:54:21,ZONA ORIENTE,SANTA CRUZ,O.1.7.12,IZTAPALAPA,19.36809,-99.03322,PENDIENTE,RADIO,RIÑA,LESIONES POR ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,HOSPITAL,SI,NO,NO,
197,C5/20221128/04479,197,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,29/11/2022,22:57:23,22:58:38,23:02:36,ZONA SUR,SAN JERONIMO,S-3.2.10,MAGDALENA CONTRERAS,19.3070991,-99.260988,CI-FIEDH/2/UI- 1C/D/00407/11-2022.,RADIO,AGRESION DIRECTA,LESIÓN DOLOSA POR ARMA DE FUEGO,1,,,SI,9MM,NO,VEHÍCULO,SI,NO,NO,
198,C5/20221127/02933,198,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO OTROS,29/11/2022,10:23:35,10:25:07,10:27:03,ZONA NORTE,ARENAL,N-3.1.4,VENUSTIANO CARRANZA,19.42347,-99.07207,CI-FIVC/VC-3/UI-1 C/D/01860/11-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIONES POR GOLPES,1,,,NO,NA,NO,HOSPITAL,NO,NO,NO,
199,C2N/20221129/00025,199,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,29/11/2022,08:39:10,08:39:52,08:42:40,ZONA NORTE,TICOMAN,N-1.8.12,GUSTAVO A. MADERO,19.5185107,-99.1270634,CI-FIEDH/2/UI-1 C/D/00408/11-2022,RADIO,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,2,,,SI,NO ESPECIFICADO,NO,ORILLA DE CANAL,NO,NO,NO,
200,C2S/202211/00098,200,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,30/11/2022,14:19:20,14:19:27,14:23:10,ZONA SUR,HOSPITALES,S-4.3.11,TLALPAN,19.26764,-99.16978,CI-FIEDH/2/UI-1 C/D/00411/11-2022,BOTÓN DE AUXILIO,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,NO ESPECIFICADO,NO,SI,NO,
